order_id,customer_id,product_id,quantity,order_date,status,payment_amount
4342,4342,4342,4,05-04-2026,NA,14006.97
4343,4343,4343,4,11-04-2024,Pending,7765.09
4344,4344,4344,2,28-01-2025,Pending,8558.65
4345,4345,4345,3,25-11-2024,Completed,11477.65
4346,4346,4346,5,18-05-2024,Cancelled,9690.36
4347,4347,4347,4,25-02-2024,Completed,4135.85
4348,4348,4348,10,02-10-2024,NA,1824.66
4349,4349,4349,8,25-08-2023,NA,0
4350,4350,4350,4,16-08-2025,Completed,12791.59
4351,4351,4351,3,31-12-2025,Completed,714.87
4352,4352,4352,4,11-05-2024,Cancelled,13882.7
4353,4353,4353,0,06-07-2023,Completed,2888.05
4354,4354,4354,3,14-06-2023,Completed,5255.13
4355,4355,4355,1,10-01-2025,Completed,14585.84
4356,4356,4356,10,03-09-2025,Cancelled,14625.03
4357,4357,4357,4,03-08-2024,Pending,7107.39
4358,4358,4358,4,12-07-2024,Completed,11853.28
4359,4359,4359,2,05-08-2023,Cancelled,7611.57
4360,4360,4360,5,22-05-2024,Cancelled,591.19
4361,4361,4361,-2,28-08-2025,Completed,4444.38
4362,4362,4362,0,14-10-2025,NA,5645.07
4363,4363,4363,0,13-08-2024,Pending,6717.25
4364,4364,4364,3,19-09-2025,Completed,9650.63
4365,4365,4365,0,04-11-2023,Cancelled,4959.68
4366,4366,4366,7,06-02-2025,Completed,3134.43
4367,4367,4367,5,03-04-2025,Pending,13525.73
4368,4368,4368,5,04-01-2024,Completed,1001.69
4369,4369,4369,1,27-05-2025,Completed,6625.09
4370,4370,4370,-2,09-06-2024,Completed,4278.57
4371,4371,4371,3,06-11-2024,Cancelled,7907.33
4372,4372,4372,9,05-04-2024,NA,13146.29
4373,4373,4373,6,24-06-2025,Completed,12106.47
4374,4374,4374,4,23-07-2024,Pending,6931.45
4375,4375,4375,2,28-12-2024,Cancelled,14888.11
4376,4376,4376,6,22-07-2025,Cancelled,0
4377,4377,4377,0,23-01-2025,Completed,1882.09
4378,4378,4378,8,16-09-2023,Cancelled,11657.32
4379,4379,4379,2,16-07-2023,NA,9831.5
4380,4380,4380,7,17-06-2025,Cancelled,7422.31
4381,4381,4381,0,08-10-2023,Pending,4380.65
4382,4382,4382,6,08-06-2023,Completed,12044.27
4383,4383,4383,-2,10-09-2023,Pending,6795.88
4384,4384,4384,10,23-05-2023,Completed,1916.91
4385,4385,4385,-2,03-02-2026,Cancelled,14306.23
4386,4386,4386,4,06-09-2024,Cancelled,11451.82
4387,4387,4387,5,20-07-2023,Completed,2011.12
4388,4388,4388,7,19-02-2024,Pending,1473.76
4389,4389,4389,5,02-10-2023,Completed,181.43
4390,4390,4390,4,02-10-2024,Pending,12075.43
4391,4391,4391,0,12-04-2026,NA,9154.54
4392,4392,4392,2,03-12-2024,Completed,155.28
4393,4393,4393,4,21-10-2023,Cancelled,7074.28
4394,4394,4394,0,19-07-2024,Cancelled,5874.09
4395,4395,4395,4,07-10-2025,NA,5340.57
4396,4396,4396,5,22-03-2025,Completed,12545.54
4397,4397,4397,3,23-07-2024,Pending,9412.48
4398,4398,4398,9,13-04-2026,Cancelled,9109.71
4399,4399,4399,5,26-04-2026,Completed,12977.95
4400,4400,4400,5,02-07-2024,Completed,1581.55
4401,4401,4401,2,11-10-2024,Pending,11697.14
4402,4402,4402,2,17-11-2024,Pending,10450.68
4403,4403,4403,0,24-06-2024,NA,7513.38
4404,4404,4404,3,30-09-2025,Completed,8702.71
4405,4405,4405,6,29-09-2025,Completed,0
4406,4406,4406,5,05-09-2024,Pending,7983.73
4407,4407,4407,1,11-02-2024,NA,4323.88
4408,4408,4408,1,20-03-2026,Completed,2639.21
4409,4409,4409,9,09-02-2024,Completed,13038.28
4410,4410,4410,6,11-08-2023,Cancelled,13524.01
4411,4411,4411,3,01-09-2023,Completed,9362.37
4412,4412,4412,9,13-08-2025,NA,2463.2
4413,4413,4413,4,27-02-2026,Completed,5270.22
4414,4414,4414,5,07-09-2025,Completed,6947.85
4415,4415,4415,4,24-10-2025,Pending,10525.46
4416,4416,4416,0,28-12-2024,Pending,8249.76
4417,4417,4417,5,30-10-2025,Cancelled,11441.16
4418,4418,4418,0,20-12-2023,NA,0
4419,4419,4419,1,14-02-2026,NA,14189.26
4420,4420,4420,7,05-06-2023,Completed,13446.75
4421,4421,4421,9,16-01-2025,Cancelled,3641.64
4422,4422,4422,-2,20-07-2023,Cancelled,4745.9
4423,4423,4423,7,11-11-2023,Completed,10184.87
4424,4424,4424,4,11-11-2023,NA,6325.58
4425,4425,4425,0,03-11-2025,Pending,12350.87
4426,4426,4426,4,13-01-2025,Pending,11101.77
4427,4427,4427,8,31-07-2023,Pending,3234.6
4428,4428,4428,1,19-04-2024,NA,5708.75
4429,4429,4429,3,26-07-2025,Completed,4501.97
4430,4430,4430,8,23-04-2026,Completed,3967.5
4431,4431,4431,7,22-11-2024,Pending,0
4432,4432,4432,5,04-05-2024,Completed,13504.61
4433,4433,4433,2,02-06-2024,NA,5171.54
4434,4434,4434,3,08-09-2025,Cancelled,1773.63
4435,4435,4435,5,01-05-2025,Cancelled,2228.28
4436,4436,4436,2,13-04-2026,Pending,6544.06
4437,4437,4437,4,19-08-2023,NA,12278.98
4438,4438,4438,1,26-05-2023,Cancelled,14245.95
4439,4439,4439,2,05-02-2026,Completed,5162.22
4440,4440,4440,8,09-11-2023,Completed,10981.86
4441,4441,4441,4,08-11-2024,Completed,1424.14
4442,4442,4442,9,28-08-2025,NA,8240.06
4443,4443,4443,-2,18-01-2024,NA,8656.27
4444,4444,4444,10,02-04-2026,NA,10708.62
4445,4445,4445,10,10-12-2024,Cancelled,4671.4
4446,4446,4446,2,07-10-2024,Pending,5190.48
4447,4447,4447,4,01-08-2025,Pending,6566.08
4448,4448,4448,1,02-12-2025,Completed,672.72
4449,4449,4449,4,10-06-2024,Pending,5598.2
4450,4450,4450,0,21-07-2023,NA,10539.43
4451,4451,4451,3,23-05-2023,NA,4322.9
4452,4452,4452,4,25-11-2023,NA,13026.47
4453,4453,4453,5,31-10-2025,Pending,4469.46
4454,4454,4454,4,24-09-2023,NA,7453.5
4455,4455,4455,6,14-12-2024,Completed,5177.4
4456,4456,4456,4,13-08-2023,Cancelled,5757.05
4457,4457,4457,10,17-05-2024,Completed,12271.72
4458,4458,4458,1,02-08-2025,Cancelled,14855.6
4459,4459,4459,2,09-04-2025,Cancelled,5896.27
4460,4460,4460,6,14-11-2024,Pending,4427.2
4461,4461,4461,6,23-12-2024,Pending,1071.94
4462,4462,4462,1,29-09-2024,Pending,7451.53
4463,4463,4463,2,28-07-2024,NA,9192.17
4464,4464,4464,5,15-09-2023,Pending,6140.23
4465,4465,4465,9,25-12-2023,NA,7633.51
4466,4466,4466,2,03-11-2025,Completed,2371.5
4467,4467,4467,3,12-07-2023,NA,13019.66
4468,4468,4468,8,14-01-2024,NA,6359.61
4469,4469,4469,6,22-02-2026,Completed,14025.62
4470,4470,4470,1,01-02-2025,NA,11974.71
4471,4471,4471,4,25-03-2026,Completed,6701.22
4472,4472,4472,0,20-10-2023,Cancelled,9560.49
4473,4473,4473,10,22-03-2025,Cancelled,2795.58
4474,4474,4474,4,19-08-2025,Completed,12520.12
4475,4475,4475,8,24-02-2026,Pending,1478.7
4476,4476,4476,10,21-12-2023,NA,3348.75
4477,4477,4477,9,16-05-2025,Cancelled,5098.27
4478,4478,4478,4,25-06-2024,NA,2525.16
4479,4479,4479,6,17-05-2024,NA,5541.8
4480,4480,4480,5,05-10-2023,Cancelled,11907.99
4481,4481,4481,10,24-04-2025,Pending,11061.03
4482,4482,4482,4,25-11-2023,Completed,12994.59
4483,4483,4483,-2,15-11-2023,Completed,1981.33
4484,4484,4484,8,08-10-2024,Pending,4705.09
4485,4485,4485,5,23-10-2023,Completed,12373.23
4486,4486,4486,1,12-06-2025,Completed,1441.01
4487,4487,4487,10,21-11-2024,Cancelled,10329.15
4488,4488,4488,8,11-08-2025,Completed,9237.61
4489,4489,4489,3,01-11-2025,Completed,13904.09
4490,4490,4490,-2,19-11-2024,Completed,6737.92
4491,4491,4491,-2,10-01-2026,Cancelled,5599.29
4492,4492,4492,0,23-01-2025,Completed,2848.84
4493,4493,4493,2,24-05-2024,NA,8325.53
4494,4494,4494,2,21-10-2024,Pending,6804.96
4495,4495,4495,4,03-10-2025,Cancelled,11160.86
4496,4496,4496,2,02-02-2026,NA,3422.22
4497,4497,4497,2,09-10-2024,Cancelled,4607.21
4498,4498,4498,10,10-11-2024,Cancelled,1641.93
4499,4499,4499,8,22-12-2024,Completed,5365.81
4500,4500,4500,6,29-09-2025,Completed,0
4501,4501,4501,0,04-09-2024,Completed,3727.33
4502,4502,4502,0,13-05-2024,Pending,5121.96
4503,4503,4503,9,21-01-2025,Cancelled,955.73
4504,4504,4504,1,18-08-2025,Completed,6398
4505,4505,4505,9,01-03-2025,NA,6458.67
4506,4506,4506,3,14-02-2025,Completed,13234.5
4507,4507,4507,4,05-10-2024,NA,8558.94
4508,4508,4508,0,10-08-2023,Cancelled,408.92
4509,4509,4509,3,28-10-2024,Pending,6857.31
4510,4510,4510,3,22-08-2025,Completed,2638.2
4511,4511,4511,5,12-10-2025,Completed,1411.93
4512,4512,4512,4,22-06-2023,Completed,0
4513,4513,4513,5,22-04-2024,Completed,7575.8
4514,4514,4514,4,29-10-2024,Completed,1727.64
4515,4515,4515,9,13-12-2025,Cancelled,11471.48
4516,4516,4516,2,28-02-2026,NA,7628.53
4517,4517,4517,4,05-02-2024,Cancelled,7271.53
4518,4518,4518,9,21-01-2025,Completed,13168.5
4519,4519,4519,7,12-02-2026,Completed,76.71
4520,4520,4520,10,06-08-2025,NA,9650.32
4521,4521,4521,1,26-01-2025,Completed,7695.6
4522,4522,4522,5,17-05-2025,Pending,8129.99
4523,4523,4523,4,07-04-2024,Completed,13943.53
4524,4524,4524,6,09-07-2023,NA,3850.73
4525,4525,4525,3,29-12-2023,Completed,2474.67
4526,4526,4526,4,29-11-2023,NA,1404.36
4527,4527,4527,10,12-08-2024,Pending,713.09
4528,4528,4528,10,17-09-2025,Completed,11942.91
4529,4529,4529,4,18-01-2025,Completed,3748.05
4530,4530,4530,0,15-09-2023,Completed,2104
4531,4531,4531,3,01-10-2025,Completed,12783.6
4532,4532,4532,6,13-10-2025,Cancelled,7198.64
4533,4533,4533,7,29-06-2023,Pending,5968.29
4534,4534,4534,5,24-06-2023,NA,12690.18
4535,4535,4535,8,22-08-2024,Completed,14101.29
4536,4536,4536,5,17-12-2025,Completed,5047.8
4537,4537,4537,4,14-08-2023,Completed,11348.37
4538,4538,4538,2,28-04-2025,NA,7330.93
4539,4539,4539,1,22-02-2025,Completed,10639.09
4540,4540,4540,4,09-01-2024,NA,5629.06
4541,4541,4541,8,27-11-2023,Completed,1255.69
4542,4542,4542,-2,27-05-2024,NA,9845.79
4543,4543,4543,4,02-05-2025,Cancelled,3694.7
4544,4544,4544,7,16-11-2024,Cancelled,12984.94
4545,4545,4545,4,05-08-2023,Cancelled,1288.06
4546,4546,4546,4,27-04-2026,Pending,2124.84
4547,4547,4547,-2,31-08-2023,Pending,12189.43
4548,4548,4548,0,12-10-2023,Completed,12003.57
4549,4549,4549,1,11-01-2025,Completed,12733.67
4550,4550,4550,8,02-12-2023,Completed,1620.69
4551,4551,4551,-2,04-12-2023,Completed,13060.49
4552,4552,4552,4,08-11-2024,Completed,78.93
4553,4553,4553,-2,31-03-2024,Cancelled,4172.81
4554,4554,4554,6,25-01-2024,Completed,2963.37
4555,4555,4555,4,09-01-2024,Pending,14983.68
4556,4556,4556,6,31-05-2023,Completed,10732.97
4557,4557,4557,1,12-05-2024,Pending,6035.14
4558,4558,4558,2,15-01-2025,NA,12444.42
4559,4559,4559,3,01-04-2025,NA,7590.74
4560,4560,4560,8,08-11-2024,Completed,284.2
4561,4561,4561,4,04-10-2025,Completed,6833.1
4562,4562,4562,7,22-11-2024,Pending,6403.6
4563,4563,4563,10,07-09-2024,Completed,1922.04
4564,4564,4564,0,26-06-2025,Cancelled,9926.9
4565,4565,4565,10,17-02-2025,NA,6946.25
4566,4566,4566,10,18-08-2025,Completed,267.63
4567,4567,4567,8,19-10-2024,Completed,8736.52
4568,4568,4568,1,13-01-2025,Completed,4804.28
4569,4569,4569,1,21-06-2025,Completed,998.66
4570,4570,4570,5,14-08-2025,Completed,10536.11
4571,4571,4571,9,30-10-2024,NA,2894.71
4572,4572,4572,8,19-02-2026,NA,6367.09
4573,4573,4573,6,26-01-2025,Cancelled,9026.37
4574,4574,4574,3,21-10-2024,Completed,6856.15
4575,4575,4575,4,17-04-2024,Completed,12315.47
4576,4576,4576,0,19-04-2024,Pending,4308.45
4577,4577,4577,9,27-01-2026,NA,8553.92
4578,4578,4578,2,13-09-2024,Pending,13142.4
4579,4579,4579,7,16-06-2023,Cancelled,823.58
4580,4580,4580,8,11-07-2024,Completed,13923.17
4581,4581,4581,3,13-03-2024,Completed,7951.95
4582,4582,4582,3,15-04-2025,Cancelled,5472.74
4583,4583,4583,4,02-05-2024,Pending,7129.34
4584,4584,4584,8,06-11-2025,Pending,143.18
4585,4585,4585,8,16-03-2026,Cancelled,2747.27
4586,4586,4586,6,07-08-2024,Completed,14894.53
4587,4587,4587,1,10-12-2024,Cancelled,503.6
4588,4588,4588,1,13-09-2023,Cancelled,5512.13
4589,4589,4589,8,04-10-2023,NA,6669.87
4590,4590,4590,1,14-05-2025,Pending,4055.43
4591,4591,4591,0,19-11-2024,Completed,10567.03
4592,4592,4592,9,02-09-2025,Completed,12080.57
4593,4593,4593,0,27-09-2024,Completed,13746.92
4594,4594,4594,4,27-11-2024,Completed,14327.88
4595,4595,4595,4,15-04-2026,NA,7954.89
4596,4596,4596,0,03-11-2024,Completed,4654.22
4597,4597,4597,7,14-10-2025,Cancelled,9586.89
4598,4598,4598,1,06-09-2024,Cancelled,1257.09
4599,4599,4599,7,19-02-2024,Cancelled,692.46
4600,4600,4600,4,29-08-2023,Completed,5746.6
4601,4601,4601,4,26-06-2025,Completed,12394.8
4602,4602,4602,9,20-05-2024,Pending,12756.38
4603,4603,4603,10,18-06-2024,Completed,14105.75
4604,4604,4604,3,05-06-2023,Pending,552.25
4605,4605,4605,4,12-02-2024,Pending,7605.6
4606,4606,4606,2,12-09-2025,Cancelled,3283.31
4607,4607,4607,0,24-04-2025,Completed,14079.25
4608,4608,4608,9,06-04-2025,Completed,12146.73
4609,4609,4609,0,21-12-2024,Completed,333.01
4610,4610,4610,9,16-09-2023,Cancelled,11121.03
4611,4611,4611,7,11-08-2024,Cancelled,9826.94
4612,4612,4612,8,05-09-2023,Completed,11109.81
4613,4613,4613,4,18-05-2024,Cancelled,11951.8
4614,4614,4614,8,18-02-2025,Cancelled,12317.55
4615,4615,4615,2,14-01-2024,NA,1109.73
4616,4616,4616,4,10-01-2025,NA,1793.35
4617,4617,4617,2,22-06-2023,Pending,8084.5
4618,4618,4618,10,20-08-2025,Completed,11140.58
4619,4619,4619,6,28-05-2025,Completed,4531.62
4620,4620,4620,10,19-10-2025,Completed,0
4621,4621,4621,1,30-04-2026,NA,8200.3
4622,4622,4622,0,04-10-2025,Pending,12001.78
4623,4623,4623,3,04-02-2025,Cancelled,7877.46
4624,4624,4624,5,09-09-2023,Pending,6029.06
4625,4625,4625,2,23-02-2025,Completed,2496.32
4626,4626,4626,-2,30-12-2023,Pending,6612.03
4627,4627,4627,5,20-02-2026,Cancelled,5685.11
4628,4628,4628,8,25-06-2025,NA,10641.82
4629,4629,4629,2,13-03-2024,NA,2587.29
4630,4630,4630,10,05-04-2026,NA,10784.95
4631,4631,4631,8,30-07-2025,Completed,8841.33
4632,4632,4632,1,09-04-2026,Completed,2076.42
4633,4633,4633,10,09-01-2024,Completed,13046.34
4634,4634,4634,8,03-04-2024,Pending,13435.54
4635,4635,4635,7,19-04-2025,Cancelled,9976.91
4636,4636,4636,5,04-08-2024,Completed,4875.94
4637,4637,4637,5,02-02-2025,Completed,12745.62
4638,4638,4638,6,26-09-2023,Pending,6501.6
4639,4639,4639,9,23-01-2026,Cancelled,797.48
4640,4640,4640,-2,14-11-2024,Completed,7886.5
4641,4641,4641,5,05-01-2025,Completed,8720
4642,4642,4642,10,25-07-2024,Completed,13482.28
4643,4643,4643,9,16-05-2023,NA,6834.23
4644,4644,4644,8,21-11-2025,Completed,3319.25
4645,4645,4645,4,05-04-2025,NA,4488.22
4646,4646,4646,10,18-03-2026,Completed,11858.23
4647,4647,4647,-2,25-11-2024,Completed,4563.7
4648,4648,4648,6,21-06-2024,NA,816.96
4649,4649,4649,1,22-05-2024,NA,8857
4650,4650,4650,5,31-03-2024,Pending,2776.1
4651,4651,4651,5,26-11-2025,Pending,9780.25
4652,4652,4652,-2,23-04-2026,Pending,6165.89
4653,4653,4653,0,15-01-2025,Cancelled,9641.58
4654,4654,4654,-2,07-08-2025,Completed,5322.49
4655,4655,4655,10,07-08-2025,Pending,10933.98
4656,4656,4656,4,12-05-2023,NA,10404.56
4657,4657,4657,4,12-09-2023,Cancelled,7840.98
4658,4658,4658,-2,02-02-2026,Completed,1025.37
4659,4659,4659,-2,11-02-2026,Pending,7000.15
4660,4660,4660,10,03-01-2026,Completed,0
4661,4661,4661,1,03-04-2024,Cancelled,0
4662,4662,4662,6,28-02-2024,Completed,9092.33
4663,4663,4663,8,26-07-2023,Completed,2404.44
4664,4664,4664,6,07-06-2023,Completed,6873.73
4665,4665,4665,8,14-10-2025,Completed,14597.97
4666,4666,4666,4,17-09-2025,Completed,9117.51
4667,4667,4667,7,23-04-2025,Completed,12563.27
4668,4668,4668,4,23-12-2025,Completed,12295.96
4669,4669,4669,0,24-07-2023,Pending,9984.64
4670,4670,4670,5,09-05-2025,Cancelled,9179.53
4671,4671,4671,5,29-06-2025,Completed,7381.38
4672,4672,4672,8,10-10-2025,Completed,12659.16
4673,4673,4673,-2,26-09-2024,NA,0
4674,4674,4674,-2,21-12-2023,Completed,13476.34
4675,4675,4675,5,03-05-2025,NA,89.92
4676,4676,4676,9,15-06-2024,Completed,1745.38
4677,4677,4677,0,23-04-2025,Completed,4669.57
4678,4678,4678,5,18-10-2023,NA,5177.51
4679,4679,4679,6,13-09-2024,Completed,6848.52
4680,4680,4680,9,17-11-2024,Completed,10598.39
4681,4681,4681,6,26-10-2025,Completed,8438.62
4682,4682,4682,7,08-08-2023,Completed,3507.21
4683,4683,4683,3,14-03-2025,Cancelled,13735.79
4684,4684,4684,9,23-04-2024,Completed,6731.28
4685,4685,4685,-2,21-10-2024,Completed,7907.73
4686,4686,4686,6,14-09-2023,Cancelled,14699.64
4687,4687,4687,9,23-01-2024,Completed,1762.95
4688,4688,4688,8,04-04-2025,Completed,1017.44
4689,4689,4689,6,24-10-2023,Completed,1731.6
4690,4690,4690,6,13-04-2026,Completed,7328.59
4691,4691,4691,4,25-02-2024,NA,13968.09
4692,4692,4692,4,18-09-2025,NA,5786.36
4693,4693,4693,6,28-07-2025,Cancelled,9707.92
4694,4694,4694,3,10-11-2025,NA,12135.93
4695,4695,4695,4,02-02-2024,Completed,1914.57
4696,4696,4696,8,28-03-2025,Cancelled,2669.07
4697,4697,4697,5,09-10-2024,Pending,331.99
4698,4698,4698,4,30-03-2024,Completed,14225.03
4699,4699,4699,-2,27-03-2024,Completed,1981.7
4700,4700,4700,3,29-01-2026,NA,10294.63
4701,4701,4701,2,03-10-2024,NA,10200.93
4702,4702,4702,5,26-06-2024,NA,5641.07
4703,4703,4703,0,10-08-2023,Pending,14073.92
4704,4704,4704,10,15-06-2023,Pending,384.71
4705,4705,4705,9,18-08-2025,NA,10165.5
4706,4706,4706,4,28-06-2025,Completed,11996.85
4707,4707,4707,8,22-05-2024,Pending,2451.05
4708,4708,4708,1,12-11-2023,Pending,11601.57
4709,4709,4709,4,10-11-2025,Cancelled,13678.2
4710,4710,4710,3,12-10-2025,Completed,4653.76
4711,4711,4711,5,09-12-2023,Completed,12334.58
4712,4712,4712,4,29-10-2024,Completed,8919.84
4713,4713,4713,6,05-01-2024,Cancelled,10177.76
4714,4714,4714,1,17-04-2026,Completed,1454.46
4715,4715,4715,-2,18-03-2024,Completed,9612.93
4716,4716,4716,-2,07-08-2023,Completed,10688.25
4717,4717,4717,7,02-08-2025,Pending,6888.49
4718,4718,4718,7,25-02-2024,Cancelled,3013.75
4719,4719,4719,8,29-07-2023,Completed,5944.44
4720,4720,4720,2,12-05-2025,NA,10281.04
4721,4721,4721,4,30-03-2025,Cancelled,14815.28
4722,4722,4722,7,01-11-2023,Cancelled,10002.19
4723,4723,4723,9,16-12-2025,Cancelled,13170.93
4724,4724,4724,5,24-02-2025,Cancelled,10891.48
4725,4725,4725,2,27-07-2025,NA,13279.56
4726,4726,4726,4,12-10-2023,Cancelled,1269.53
4727,4727,4727,-2,14-09-2025,Pending,3016.37
4728,4728,4728,6,23-05-2023,NA,11119.47
4729,4729,4729,5,22-11-2025,NA,7609.69
4730,4730,4730,6,24-01-2025,Completed,10820.1
4731,4731,4731,7,14-08-2023,Pending,11826.53
4732,4732,4732,0,21-10-2023,Cancelled,14053.91
4733,4733,4733,10,02-10-2025,Completed,4353.54
4734,4734,4734,10,19-03-2025,Pending,11065.35
4735,4735,4735,5,24-02-2024,Cancelled,13477.65
4736,4736,4736,3,04-12-2023,Completed,14434.6
4737,4737,4737,5,03-07-2024,Cancelled,12712.94
4738,4738,4738,0,26-12-2025,Pending,13456.02
4739,4739,4739,3,06-05-2024,Pending,3653
4740,4740,4740,-2,08-08-2024,Pending,13509.55
4741,4741,4741,3,31-01-2025,NA,12089.15
4742,4742,4742,5,20-09-2024,Completed,7250.68
4743,4743,4743,-2,23-05-2023,Pending,1618.15
4744,4744,4744,0,26-07-2025,Completed,13603.52
4745,4745,4745,3,22-02-2024,Completed,7838.32
4746,4746,4746,6,17-06-2023,NA,12726.75
4747,4747,4747,8,08-01-2025,Pending,111.38
4748,4748,4748,8,10-02-2025,Completed,6146.69
4749,4749,4749,0,07-06-2025,Pending,11286.21
4750,4750,4750,3,16-12-2024,NA,462.33
4751,4751,4751,5,01-12-2025,NA,3145.77
4752,4752,4752,0,22-03-2025,Completed,0
4753,4753,4753,9,19-08-2023,Pending,12280.79
4754,4754,4754,10,13-12-2025,Pending,14439.49
4755,4755,4755,4,28-08-2025,NA,4942.39
4756,4756,4756,8,30-06-2024,NA,6545.41
4757,4757,4757,10,03-10-2024,Pending,9433.66
4758,4758,4758,0,02-03-2024,Pending,9803.52
4759,4759,4759,0,26-06-2024,Cancelled,8812.44
4760,4760,4760,7,09-01-2025,Completed,10374.58
4761,4761,4761,5,05-07-2025,Completed,1328.95
4762,4762,4762,5,07-10-2023,NA,706.22
4763,4763,4763,-2,18-11-2023,NA,11964.27
4764,4764,4764,6,11-08-2025,Pending,8280.61
4765,4765,4765,7,01-02-2026,Cancelled,4637.23
4766,4766,4766,-2,14-09-2025,Completed,446.5
4767,4767,4767,4,28-11-2023,Completed,2532.71
4768,4768,4768,9,20-04-2025,Cancelled,11389.38
4769,4769,4769,4,27-04-2026,Completed,8141.99
4770,4770,4770,3,02-04-2025,NA,10739.69
4771,4771,4771,4,23-07-2024,NA,7325.57
4772,4772,4772,3,05-10-2024,Cancelled,9072.77
4773,4773,4773,9,02-01-2025,Cancelled,11096.77
4774,4774,4774,2,01-12-2025,NA,12507.51
4775,4775,4775,-2,20-11-2024,NA,2827.68
4776,4776,4776,4,28-01-2024,Completed,4690.3
4777,4777,4777,0,28-05-2025,Completed,965.03
4778,4778,4778,7,24-03-2025,NA,524.94
4779,4779,4779,3,27-12-2025,NA,13771.84
4780,4780,4780,4,08-07-2025,Completed,3860.6
4781,4781,4781,4,16-01-2025,Cancelled,5894.43
4782,4782,4782,10,26-01-2026,Cancelled,1757.14
4783,4783,4783,4,28-02-2024,NA,3331.22
4784,4784,4784,5,25-04-2026,Completed,9005.06
4785,4785,4785,9,08-12-2025,Completed,9969.5
4786,4786,4786,-2,16-06-2025,NA,13420.48
4787,4787,4787,7,11-01-2025,Cancelled,9234.37
4788,4788,4788,5,09-02-2025,Cancelled,5786.37
4789,4789,4789,2,04-11-2023,Cancelled,9549.68
4790,4790,4790,4,07-05-2023,Pending,401.21
4791,4791,4791,2,01-10-2023,Completed,2033.01
4792,4792,4792,7,07-02-2025,Completed,0
4793,4793,4793,0,15-09-2025,Cancelled,11845.37
4794,4794,4794,8,15-07-2023,Completed,9895.33
4795,4795,4795,4,16-04-2024,Pending,12093.74
4796,4796,4796,7,07-07-2025,Completed,0
4797,4797,4797,3,02-02-2024,Cancelled,2182.84
4798,4798,4798,3,23-03-2024,Completed,5300.83
4799,4799,4799,5,17-11-2024,Cancelled,11168.43
4800,4800,4800,4,08-11-2023,Completed,2668.9
4801,4801,4801,1,13-09-2025,Completed,322.73
4802,4802,4802,7,08-02-2025,Completed,7514.38
4803,4803,4803,2,07-04-2024,Pending,13022.67
4804,4804,4804,3,15-10-2023,Completed,8343.63
4805,4805,4805,10,22-06-2025,Completed,9626.09
4806,4806,4806,3,02-09-2025,Cancelled,2543.65
4807,4807,4807,10,26-03-2026,Completed,9841.42
4808,4808,4808,1,28-05-2023,Completed,13157.9
4809,4809,4809,0,25-06-2024,NA,3327.43
4810,4810,4810,2,08-08-2024,Completed,9284.79
4811,4811,4811,10,29-03-2025,Completed,1850.01
4812,4812,4812,7,28-04-2025,Cancelled,13173.93
4813,4813,4813,-2,20-12-2024,NA,6486.75
4814,4814,4814,10,13-01-2026,Completed,11769.72
4815,4815,4815,4,19-02-2026,Cancelled,13321.65
4816,4816,4816,1,12-07-2023,NA,2332.26
4817,4817,4817,10,12-03-2026,Completed,10100.23
4818,4818,4818,6,25-07-2023,NA,7049.09
4819,4819,4819,2,29-08-2025,NA,4929.31
4820,4820,4820,-2,03-06-2025,Pending,8198.19
4821,4821,4821,3,15-08-2023,Pending,14474.06
4822,4822,4822,5,15-08-2025,Completed,10721.57
4823,4823,4823,5,13-11-2024,Pending,10276.86
4824,4824,4824,3,05-05-2024,Completed,1192.09
4825,4825,4825,1,02-04-2025,Completed,10962.01
4826,4826,4826,8,18-08-2025,Cancelled,4063.14
4827,4827,4827,8,18-08-2025,Cancelled,5086.93
4828,4828,4828,3,11-04-2024,Completed,7444.46
4829,4829,4829,2,08-08-2025,Cancelled,3236.13
4830,4830,4830,3,09-12-2024,NA,14798.55
4831,4831,4831,4,14-05-2024,Cancelled,5377.05
4832,4832,4832,6,12-04-2026,Completed,7195.85
4833,4833,4833,2,29-08-2025,NA,4689.79
4834,4834,4834,0,21-03-2024,NA,13976.27
4835,4835,4835,-2,29-08-2025,Completed,6383.77
4836,4836,4836,0,13-09-2023,NA,12087.31
4837,4837,4837,4,14-02-2025,NA,11384.17
4838,4838,4838,8,22-12-2023,NA,4736.19
4839,4839,4839,1,14-09-2023,Pending,14087.19
4840,4840,4840,9,30-03-2025,Completed,4936.49
4841,4841,4841,10,30-01-2024,Cancelled,3190.5
4842,4842,4842,2,25-01-2025,NA,9191.16
4843,4843,4843,7,08-04-2025,Pending,6858.11
4844,4844,4844,8,24-09-2023,Pending,2968.57
4845,4845,4845,3,24-12-2025,Completed,7849.66
4846,4846,4846,9,07-11-2024,Cancelled,5020.58
4847,4847,4847,4,31-10-2025,NA,12645.87
4848,4848,4848,6,21-05-2024,NA,8845.42
4849,4849,4849,4,14-07-2023,Pending,1408.78
4850,4850,4850,3,10-09-2025,Completed,12926.32
4851,4851,4851,-2,15-11-2025,Completed,10444.72
4852,4852,4852,6,22-10-2023,NA,7924.03
4853,4853,4853,6,09-12-2025,NA,9580.42
4854,4854,4854,1,27-10-2025,Cancelled,5720.2
4855,4855,4855,8,02-10-2025,Cancelled,0
4856,4856,4856,1,30-06-2023,Cancelled,5215.11
